state_id,county,label,locale
36,Muskingum,Muskingum ( OH ),OH | Muskingum
36,Noble,Noble ( OH ),OH | Noble
36,Ottawa,Ottawa ( OH ),OH | Ottawa
36,Paulding,Paulding ( OH ),OH | Paulding
36,Perry,Perry ( OH ),OH | Perry
36,Pickaway,Pickaway ( OH ),OH | Pickaway
36,Pike,Pike ( OH ),OH | Pike
36,Portage,Portage ( OH ),OH | Portage
36,Preble,Preble ( OH ),OH | Preble
36,Putnam,Putnam ( OH ),OH | Putnam
36,Richland,Richland ( OH ),OH | Richland
36,Ross,Ross ( OH ),OH | Ross
36,Sandusky,Sandusky ( OH ),OH | Sandusky
36,Scioto,Scioto ( OH ),OH | Scioto
36,Seneca,Seneca ( OH ),OH | Seneca
36,Shelby,Shelby ( OH ),OH | Shelby
36,Stark,Stark ( OH ),OH | Stark
36,Summit,Summit ( OH ),OH | Summit
36,Trumbull,Trumbull ( OH ),OH | Trumbull
36,Tuscarawas,Tuscarawas ( OH ),OH | Tuscarawas
36,Union,Union ( OH ),OH | Union
36,Van Wert,Van Wert ( OH ),OH | Van Wert
36,Vinton,Vinton ( OH ),OH | Vinton
36,Warren,Warren ( OH ),OH | Warren
36,Washington,Washington ( OH ),OH | Washington
36,Wayne,Wayne ( OH ),OH | Wayne
36,Williams,Williams ( OH ),OH | Williams
36,Wood,Wood ( OH ),OH | Wood
36,Wyandot,Wyandot ( OH ),OH | Wyandot
37,Adair,Adair ( OK ),OK | Adair
37,Alfalfa,Alfalfa ( OK ),OK | Alfalfa
37,Atoka,Atoka ( OK ),OK | Atoka
37,Beaver,Beaver ( OK ),OK | Beaver
37,Beckham,Beckham ( OK ),OK | Beckham
37,Blaine,Blaine ( OK ),OK | Blaine
37,Bryan,Bryan ( OK ),OK | Bryan
37,Caddo,Caddo ( OK ),OK | Caddo
37,Canadian,Canadian ( OK ),OK | Canadian
37,Carter,Carter ( OK ),OK | Carter
37,Cherokee,Cherokee ( OK ),OK | Cherokee
37,Choctaw,Choctaw ( OK ),OK | Choctaw
37,Cimarron,Cimarron ( OK ),OK | Cimarron
37,Cleveland,Cleveland ( OK ),OK | Cleveland
37,Coal,Coal ( OK ),OK | Coal
37,Comanche,Comanche ( OK ),OK | Comanche
37,Cotton,Cotton ( OK ),OK | Cotton
37,Craig,Craig ( OK ),OK | Craig
37,Creek,Creek ( OK ),OK | Creek
37,Custer,Custer ( OK ),OK | Custer
37,Delaware,Delaware ( OK ),OK | Delaware
37,Dewey,Dewey ( OK ),OK | Dewey
37,Ellis,Ellis ( OK ),OK | Ellis
37,Garfield,Garfield ( OK ),OK | Garfield
37,Garvin,Garvin ( OK ),OK | Garvin
37,Grady,Grady ( OK ),OK | Grady
37,Grant,Grant ( OK ),OK | Grant
37,Greer,Greer ( OK ),OK | Greer
37,Harmon,Harmon ( OK ),OK | Harmon
37,Harper,Harper ( OK ),OK | Harper
37,Haskell,Haskell ( OK ),OK | Haskell
37,Hughes,Hughes ( OK ),OK | Hughes
37,Jackson,Jackson ( OK ),OK | Jackson
37,Jefferson,Jefferson ( OK ),OK | Jefferson
37,Johnston,Johnston ( OK ),OK | Johnston
37,Kay,Kay ( OK ),OK | Kay
37,Kingfisher,Kingfisher ( OK ),OK | Kingfisher
37,Kiowa,Kiowa ( OK ),OK | Kiowa
37,Latimer,Latimer ( OK ),OK | Latimer
37,Le Flore,Le Flore ( OK ),OK | Le Flore
37,Lincoln,Lincoln ( OK ),OK | Lincoln
37,Logan,Logan ( OK ),OK | Logan
37,Love,Love ( OK ),OK | Love
37,Major,Major ( OK ),OK | Major
37,Marshall,Marshall ( OK ),OK | Marshall
37,Mayes,Mayes ( OK ),OK | Mayes
37,McClain,McClain ( OK ),OK | McClain
37,McCurtain,McCurtain ( OK ),OK | McCurtain
37,McIntosh,McIntosh ( OK ),OK | McIntosh
37,Murray,Murray ( OK ),OK | Murray
37,Muskogee,Muskogee ( OK ),OK | Muskogee
37,Noble,Noble ( OK ),OK | Noble
37,Nowata,Nowata ( OK ),OK | Nowata
37,Okfuskee,Okfuskee ( OK ),OK | Okfuskee
37,Oklahoma,Oklahoma ( OK ),OK | Oklahoma
37,Okmulgee,Okmulgee ( OK ),OK | Okmulgee
37,Osage,Osage ( OK ),OK | Osage
37,Ottawa,Ottawa ( OK ),OK | Ottawa
37,Pawnee,Pawnee ( OK ),OK | Pawnee
37,Payne,Payne ( OK ),OK | Payne
37,Pittsburg,Pittsburg ( OK ),OK | Pittsburg
37,Pontotoc,Pontotoc ( OK ),OK | Pontotoc
37,Pottawatomie,Pottawatomie ( OK ),OK | Pottawatomie
37,Pushmataha,Pushmataha ( OK ),OK | Pushmataha
37,Roger Mills,Roger Mills ( OK ),OK | Roger Mills
37,Rogers,Rogers ( OK ),OK | Rogers
37,Seminole,Seminole ( OK ),OK | Seminole
37,Sequoyah,Sequoyah ( OK ),OK | Sequoyah
37,Stephens,Stephens ( OK ),OK | Stephens
37,Texas,Texas ( OK ),OK | Texas
37,Tillman,Tillman ( OK ),OK | Tillman
37,Tulsa,Tulsa ( OK ),OK | Tulsa
37,Wagoner,Wagoner ( OK ),OK | Wagoner
37,Washington,Washington ( OK ),OK | Washington
37,Washita,Washita ( OK ),OK | Washita
37,Woods,Woods ( OK ),OK | Woods
37,Woodward,Woodward ( OK ),OK | Woodward
38,Baker,Baker ( OR ),OR | Baker
38,Benton,Benton ( OR ),OR | Benton
38,Clackamas,Clackamas ( OR ),OR | Clackamas
38,Clatsop,Clatsop ( OR ),OR | Clatsop
38,Columbia,Columbia ( OR ),OR | Columbia
38,Coos,Coos ( OR ),OR | Coos
38,Crook,Crook ( OR ),OR | Crook
38,Curry,Curry ( OR ),OR | Curry
38,Deschutes,Deschutes ( OR ),OR | Deschutes
38,Douglas,Douglas ( OR ),OR | Douglas
38,Gilliam,Gilliam ( OR ),OR | Gilliam
38,Grant,Grant ( OR ),OR | Grant
38,Harney,Harney ( OR ),OR | Harney
38,Hood River,Hood River ( OR ),OR | Hood River
38,Jackson,Jackson ( OR ),OR | Jackson
38,Jefferson,Jefferson ( OR ),OR | Jefferson
38,Josephine,Josephine ( OR ),OR | Josephine
38,Klamath,Klamath ( OR ),OR | Klamath
38,Lake,Lake ( OR ),OR | Lake
38,Lane,Lane ( OR ),OR | Lane
38,Lincoln,Lincoln ( OR ),OR | Lincoln
38,Linn,Linn ( OR ),OR | Linn
38,Malheur,Malheur ( OR ),OR | Malheur
38,Marion,Marion ( OR ),OR | Marion
38,Morrow,Morrow ( OR ),OR | Morrow
38,Multnomah,Multnomah ( OR ),OR | Multnomah
38,Polk,Polk ( OR ),OR | Polk
38,Sherman,Sherman ( OR ),OR | Sherman
38,Tillamook,Tillamook ( OR ),OR | Tillamook
38,Umatilla,Umatilla ( OR ),OR | Umatilla
38,Union,Union ( OR ),OR | Union
38,Wallowa,Wallowa ( OR ),OR | Wallowa
38,Wasco,Wasco ( OR ),OR | Wasco
38,Washington,Washington ( OR ),OR | Washington
38,Wheeler,Wheeler ( OR ),OR | Wheeler
38,Yamhill,Yamhill ( OR ),OR | Yamhill
39,Adams,Adams ( PA ),PA | Adams
39,Allegheny,Allegheny ( PA ),PA | Allegheny
39,Armstrong,Armstrong ( PA ),PA | Armstrong
39,Beaver,Beaver ( PA ),PA | Beaver
39,Bedford,Bedford ( PA ),PA | Bedford
39,Berks,Berks ( PA ),PA | Berks
39,Blair,Blair ( PA ),PA | Blair
39,Bradford,Bradford ( PA ),PA | Bradford
39,Bucks,Bucks ( PA ),PA | Bucks
39,Butler,Butler ( PA ),PA | Butler
39,Cambria,Cambria ( PA ),PA | Cambria
39,Cameron,Cameron ( PA ),PA | Cameron
39,Carbon,Carbon ( PA ),PA | Carbon
39,Centre,Centre ( PA ),PA | Centre
39,Chester,Chester ( PA ),PA | Chester
39,Clarion,Clarion ( PA ),PA | Clarion
39,Clearfield,Clearfield ( PA ),PA | Clearfield
39,Clinton,Clinton ( PA ),PA | Clinton
39,Columbia,Columbia ( PA ),PA | Columbia
39,Crawford,Crawford ( PA ),PA | Crawford
39,Cumberland,Cumberland ( PA ),PA | Cumberland
39,Dauphin,Dauphin ( PA ),PA | Dauphin
39,Delaware,Delaware ( PA ),PA | Delaware
39,Elk,Elk ( PA ),PA | Elk
39,Erie,Erie ( PA ),PA | Erie
39,Fayette,Fayette ( PA ),PA | Fayette
39,Forest,Forest ( PA ),PA | Forest
39,Franklin,Franklin ( PA ),PA | Franklin
39,Fulton,Fulton ( PA ),PA | Fulton
39,Greene,Greene ( PA ),PA | Greene
39,Huntingdon,Huntingdon ( PA ),PA | Huntingdon
39,Indiana,Indiana ( PA ),PA | Indiana
39,Jefferson,Jefferson ( PA ),PA | Jefferson
39,Juniata,Juniata ( PA ),PA | Juniata
39,Lackawanna,Lackawanna ( PA ),PA | Lackawanna
39,Lancaster,Lancaster ( PA ),PA | Lancaster
39,Lawrence,Lawrence ( PA ),PA | Lawrence
39,Lebanon,Lebanon ( PA ),PA | Lebanon
39,Lehigh,Lehigh ( PA ),PA | Lehigh
39,Luzerne,Luzerne ( PA ),PA | Luzerne
39,Lycoming,Lycoming ( PA ),PA | Lycoming
39,McKean,McKean ( PA ),PA | McKean
39,Mercer,Mercer ( PA ),PA | Mercer
39,Mifflin,Mifflin ( PA ),PA | Mifflin
39,Monroe,Monroe ( PA ),PA | Monroe
39,Montgomery,Montgomery ( PA ),PA | Montgomery
39,Montour,Montour ( PA ),PA | Montour
39,Northampton,Northampton ( PA ),PA | Northampton
39,Northumberland,Northumberland ( PA ),PA | Northumberland
39,Perry,Perry ( PA ),PA | Perry
39,Pike,Pike ( PA ),PA | Pike
39,Potter,Potter ( PA ),PA | Potter
39,Schuylkill,Schuylkill ( PA ),PA | Schuylkill
39,Snyder,Snyder ( PA ),PA | Snyder
39,Somerset,Somerset ( PA ),PA | Somerset
39,Sullivan,Sullivan ( PA ),PA | Sullivan
39,Susquehanna,Susquehanna ( PA ),PA | Susquehanna
39,Tioga,Tioga ( PA ),PA | Tioga
39,Union,Union ( PA ),PA | Union
39,Venango,Venango ( PA ),PA | Venango
39,Warren,Warren ( PA ),PA | Warren
39,Washington,Washington ( PA ),PA | Washington
39,Wayne,Wayne ( PA ),PA | Wayne
39,Westmoreland,Westmoreland ( PA ),PA | Westmoreland
39,Wyoming,Wyoming ( PA ),PA | Wyoming
39,York,York ( PA ),PA | York
41,Abbeville,Abbeville ( SC ),SC | Abbeville
41,Aiken,Aiken ( SC ),SC | Aiken
41,Allendale,Allendale ( SC ),SC | Allendale
41,Anderson,Anderson ( SC ),SC | Anderson
41,Bamberg,Bamberg ( SC ),SC | Bamberg
41,Barnwell,Barnwell ( SC ),SC | Barnwell
41,Beaufort,Beaufort ( SC ),SC | Beaufort
41,Berkeley,Berkeley ( SC ),SC | Berkeley
41,Calhoun,Calhoun ( SC ),SC | Calhoun
41,Charleston,Charleston ( SC ),SC | Charleston
41,Cherokee,Cherokee ( SC ),SC | Cherokee
41,Chester,Chester ( SC ),SC | Chester
41,Chesterfield,Chesterfield ( SC ),SC | Chesterfield
41,Clarendon,Clarendon ( SC ),SC | Clarendon
41,Colleton,Colleton ( SC ),SC | Colleton
41,Darlington,Darlington ( SC ),SC | Darlington
41,Dillon,Dillon ( SC ),SC | Dillon
41,Dorchester,Dorchester ( SC ),SC | Dorchester
41,Edgefield,Edgefield ( SC ),SC | Edgefield
41,Fairfield,Fairfield ( SC ),SC | Fairfield
41,Florence,Florence ( SC ),SC | Florence
41,Georgetown,Georgetown ( SC ),SC | Georgetown
41,Greenville,Greenville ( SC ),SC | Greenville
41,Greenwood,Greenwood ( SC ),SC | Greenwood
41,Hampton,Hampton ( SC ),SC | Hampton
41,Horry,Horry ( SC ),SC | Horry
41,Jasper,Jasper ( SC ),SC | Jasper
41,Kershaw,Kershaw ( SC ),SC | Kershaw
41,Lancaster,Lancaster ( SC ),SC | Lancaster
41,Laurens,Laurens ( SC ),SC | Laurens
41,Lee,Lee ( SC ),SC | Lee
41,Lexington,Lexington ( SC ),SC | Lexington
41,Marion,Marion ( SC ),SC | Marion
41,Marlboro,Marlboro ( SC ),SC | Marlboro
41,McCormick,McCormick ( SC ),SC | McCormick
41,Newberry,Newberry ( SC ),SC | Newberry
41,Oconee,Oconee ( SC ),SC | Oconee
41,Orangeburg,Orangeburg ( SC ),SC | Orangeburg
41,Pickens,Pickens ( SC ),SC | Pickens
41,Richland,Richland ( SC ),SC | Richland
41,Saluda,Saluda ( SC ),SC | Saluda
41,Spartanburg,Spartanburg ( SC ),SC | Spartanburg
41,Sumter,Sumter ( SC ),SC | Sumter
41,Union,Union ( SC ),SC | Union
41,Williamsburg,Williamsburg ( SC ),SC | Williamsburg
41,York,York ( SC ),SC | York
42,Aurora,Aurora ( SD ),SD | Aurora
42,Beadle,Beadle ( SD ),SD | Beadle
42,Bennett,Bennett ( SD ),SD | Bennett
42,Bon Homme,Bon Homme ( SD ),SD | Bon Homme
42,Brookings,Brookings ( SD ),SD | Brookings
42,Brown,Brown ( SD ),SD | Brown
42,Brule,Brule ( SD ),SD | Brule
42,Buffalo,Buffalo ( SD ),SD | Buffalo
42,Butte,Butte ( SD ),SD | Butte
42,Campbell,Campbell ( SD ),SD | Campbell
42,Charles Mix,Charles Mix ( SD ),SD | Charles Mix
42,Clark,Clark ( SD ),SD | Clark
42,Clay,Clay ( SD ),SD | Clay
42,Codington,Codington ( SD ),SD | Codington
42,Corson,Corson ( SD ),SD | Corson
42,Custer,Custer ( SD ),SD | Custer
42,Davison,Davison ( SD ),SD | Davison
42,Day,Day ( SD ),SD | Day
42,Deuel,Deuel ( SD ),SD | Deuel
42,Dewey,Dewey ( SD ),SD | Dewey
42,Douglas,Douglas ( SD ),SD | Douglas
42,Edmunds,Edmunds ( SD ),SD | Edmunds
42,Fall River,Fall River ( SD ),SD | Fall River
42,Faulk,Faulk ( SD ),SD | Faulk
42,Grant,Grant ( SD ),SD | Grant
42,Gregory,Gregory ( SD ),SD | Gregory
42,Haakon,Haakon ( SD ),SD | Haakon
42,Hamlin,Hamlin ( SD ),SD | Hamlin
42,Hand,Hand ( SD ),SD | Hand
42,Hanson,Hanson ( SD ),SD | Hanson
42,Harding,Harding ( SD ),SD | Harding
42,Hughes,Hughes ( SD ),SD | Hughes
42,Hutchinson,Hutchinson ( SD ),SD | Hutchinson
42,Hyde,Hyde ( SD ),SD | Hyde
42,Jackson,Jackson ( SD ),SD | Jackson
42,Jerauld,Jerauld ( SD ),SD | Jerauld
42,Jones,Jones ( SD ),SD | Jones
42,Kingsbury,Kingsbury ( SD ),SD | Kingsbury
42,Lake,Lake ( SD ),SD | Lake
42,Lawrence,Lawrence ( SD ),SD | Lawrence
42,Lincoln,Lincoln ( SD ),SD | Lincoln
42,Lyman,Lyman ( SD ),SD | Lyman
42,Marshall,Marshall ( SD ),SD | Marshall
42,McCook,McCook ( SD ),SD | McCook
42,McPherson,McPherson ( SD ),SD | McPherson
42,Meade,Meade ( SD ),SD | Meade
42,Mellette,Mellette ( SD ),SD | Mellette
42,Miner,Miner ( SD ),SD | Miner
42,Minnehaha,Minnehaha ( SD ),SD | Minnehaha
42,Moody,Moody ( SD ),SD | Moody
42,Pennington,Pennington ( SD ),SD | Pennington
42,Perkins,Perkins ( SD ),SD | Perkins
42,Potter,Potter ( SD ),SD | Potter
42,Roberts,Roberts ( SD ),SD | Roberts
42,Sanborn,Sanborn ( SD ),SD | Sanborn
42,Shannon,Shannon ( SD ),SD | Shannon
42,Spink,Spink ( SD ),SD | Spink
42,Stanley,Stanley ( SD ),SD | Stanley
42,Sully,Sully ( SD ),SD | Sully
42,Todd,Todd ( SD ),SD | Todd
42,Tripp,Tripp ( SD ),SD | Tripp
42,Turner,Turner ( SD ),SD | Turner
42,Union,Union ( SD ),SD | Union
42,Walworth,Walworth ( SD ),SD | Walworth
42,Yankton,Yankton ( SD ),SD | Yankton
42,Ziebach,Ziebach ( SD ),SD | Ziebach
43,Anderson,Anderson ( TN ),TN | Anderson
43,Bedford,Bedford ( TN ),TN | Bedford
43,Benton,Benton ( TN ),TN | Benton
43,Bledsoe,Bledsoe ( TN ),TN | Bledsoe
43,Blount,Blount ( TN ),TN | Blount
43,Bradley,Bradley ( TN ),TN | Bradley
43,Campbell,Campbell ( TN ),TN | Campbell
43,Cannon,Cannon ( TN ),TN | Cannon
43,Carroll,Carroll ( TN ),TN | Carroll
43,Carter,Carter ( TN ),TN | Carter
43,Cheatham,Cheatham ( TN ),TN | Cheatham
43,Chester,Chester ( TN ),TN | Chester
43,Claiborne,Claiborne ( TN ),TN | Claiborne
43,Clay,Clay ( TN ),TN | Clay
43,Cocke,Cocke ( TN ),TN | Cocke
43,Coffee,Coffee ( TN ),TN | Coffee
43,Crockett,Crockett ( TN ),TN | Crockett
43,Cumberland,Cumberland ( TN ),TN | Cumberland
43,Decatur,Decatur ( TN ),TN | Decatur
43,DeKalb,DeKalb ( TN ),TN | DeKalb
43,Dickson,Dickson ( TN ),TN | Dickson
43,Dyer,Dyer ( TN ),TN | Dyer
43,Fayette,Fayette ( TN ),TN | Fayette
43,Fentress,Fentress ( TN ),TN | Fentress
43,Franklin,Franklin ( TN ),TN | Franklin
43,Gibson,Gibson ( TN ),TN | Gibson
43,Giles,Giles ( TN ),TN | Giles
43,Grainger,Grainger ( TN ),TN | Grainger
43,Greene,Greene ( TN ),TN | Greene
43,Grundy,Grundy ( TN ),TN | Grundy
43,Hamblen,Hamblen ( TN ),TN | Hamblen
43,Hamilton,Hamilton ( TN ),TN | Hamilton
43,Hancock,Hancock ( TN ),TN | Hancock
43,Hardeman,Hardeman ( TN ),TN | Hardeman
43,Hardin,Hardin ( TN ),TN | Hardin
43,Hawkins,Hawkins ( TN ),TN | Hawkins
43,Haywood,Haywood ( TN ),TN | Haywood
43,Henderson,Henderson ( TN ),TN | Henderson
43,Henry,Henry ( TN ),TN | Henry
43,Hickman,Hickman ( TN ),TN | Hickman
43,Houston,Houston ( TN ),TN | Houston
43,Humphreys,Humphreys ( TN ),TN | Humphreys
43,Jackson,Jackson ( TN ),TN | Jackson
43,Jefferson,Jefferson ( TN ),TN | Jefferson
43,Johnson,Johnson ( TN ),TN | Johnson
43,Knox,Knox ( TN ),TN | Knox
43,Lake,Lake ( TN ),TN | Lake
43,Lauderdale,Lauderdale ( TN ),TN | Lauderdale
43,Lawrence,Lawrence ( TN ),TN | Lawrence
43,Lewis,Lewis ( TN ),TN | Lewis
43,Lincoln,Lincoln ( TN ),TN | Lincoln
43,Loudon,Loudon ( TN ),TN | Loudon
43,Macon,Macon ( TN ),TN | Macon
43,Madison,Madison ( TN ),TN | Madison
43,Marion,Marion ( TN ),TN | Marion
43,Marshall,Marshall ( TN ),TN | Marshall
43,Maury,Maury ( TN ),TN | Maury
43,McMinn,McMinn ( TN ),TN | McMinn
43,McNairy,McNairy ( TN ),TN | McNairy
43,Meigs,Meigs ( TN ),TN | Meigs
43,Monroe,Monroe ( TN ),TN | Monroe
43,Montgomery,Montgomery ( TN ),TN | Montgomery
43,Morgan,Morgan ( TN ),TN | Morgan
43,Obion,Obion ( TN ),TN | Obion
43,Overton,Overton ( TN ),TN | Overton
43,Perry,Perry ( TN ),TN | Perry
43,Pickett,Pickett ( TN ),TN | Pickett
43,Polk,Polk ( TN ),TN | Polk
43,Putnam,Putnam ( TN ),TN | Putnam
43,Rhea,Rhea ( TN ),TN | Rhea
43,Roane,Roane ( TN ),TN | Roane
43,Robertson,Robertson ( TN ),TN | Robertson
43,Rutherford,Rutherford ( TN ),TN | Rutherford
43,Scott,Scott ( TN ),TN | Scott
43,Sequatchie,Sequatchie ( TN ),TN | Sequatchie
43,Sevier,Sevier ( TN ),TN | Sevier
43,Shelby,Shelby ( TN ),TN | Shelby
43,Smith,Smith ( TN ),TN | Smith
43,Stewart,Stewart ( TN ),TN | Stewart
43,Sullivan,Sullivan ( TN ),TN | Sullivan
43,Sumner,Sumner ( TN ),TN | Sumner
43,Tipton,Tipton ( TN ),TN | Tipton
43,Unicoi,Unicoi ( TN ),TN | Unicoi
43,Union,Union ( TN ),TN | Union
43,Van Buren,Van Buren ( TN ),TN | Van Buren
43,Warren,Warren ( TN ),TN | Warren
43,Washington,Washington ( TN ),TN | Washington
43,Wayne,Wayne ( TN ),TN | Wayne
43,Weakley,Weakley ( TN ),TN | Weakley
43,White,White ( TN ),TN | White
43,Williamson,Williamson ( TN ),TN | Williamson
43,Wilson,Wilson ( TN ),TN | Wilson
44,Anderson,Anderson ( TX ),TX | Anderson
44,Andrews,Andrews ( TX ),TX | Andrews
44,Angelina,Angelina ( TX ),TX | Angelina
44,Aransas,Aransas ( TX ),TX | Aransas
44,Archer,Archer ( TX ),TX | Archer
44,Armstrong,Armstrong ( TX ),TX | Armstrong
44,Atascosa,Atascosa ( TX ),TX | Atascosa
44,Austin,Austin ( TX ),TX | Austin
44,Bailey,Bailey ( TX ),TX | Bailey
44,Bandera,Bandera ( TX ),TX | Bandera
44,Bastrop,Bastrop ( TX ),TX | Bastrop
44,Baylor,Baylor ( TX ),TX | Baylor
44,Bee,Bee ( TX ),TX | Bee
44,Bell,Bell ( TX ),TX | Bell
44,Bexar,Bexar ( TX ),TX | Bexar
44,Blanco,Blanco ( TX ),TX | Blanco
44,Borden,Borden ( TX ),TX | Borden
44,Bosque,Bosque ( TX ),TX | Bosque
44,Bowie,Bowie ( TX ),TX | Bowie
44,Brazoria,Brazoria ( TX ),TX | Brazoria
44,Brazos,Brazos ( TX ),TX | Brazos
44,Brewster,Brewster ( TX ),TX | Brewster
44,Briscoe,Briscoe ( TX ),TX | Briscoe
44,Brooks,Brooks ( TX ),TX | Brooks
44,Brown,Brown ( TX ),TX | Brown
44,Burleson,Burleson ( TX ),TX | Burleson
44,Burnet,Burnet ( TX ),TX | Burnet
44,Caldwell,Caldwell ( TX ),TX | Caldwell
44,Calhoun,Calhoun ( TX ),TX | Calhoun
44,Callahan,Callahan ( TX ),TX | Callahan
44,Cameron,Cameron ( TX ),TX | Cameron
44,Camp,Camp ( TX ),TX | Camp
44,Carson,Carson ( TX ),TX | Carson
44,Cass,Cass ( TX ),TX | Cass
44,Castro,Castro ( TX ),TX | Castro
44,Chambers,Chambers ( TX ),TX | Chambers
44,Cherokee,Cherokee ( TX ),TX | Cherokee
44,Childress,Childress ( TX ),TX | Childress
44,Clay,Clay ( TX ),TX | Clay
44,Cochran,Cochran ( TX ),TX | Cochran
44,Coke,Coke ( TX ),TX | Coke
44,Coleman,Coleman ( TX ),TX | Coleman
44,Collin,Collin ( TX ),TX | Collin
44,Collingsworth,Collingsworth ( TX ),TX | Collingsworth
44,Colorado,Colorado ( TX ),TX | Colorado
44,Comal,Comal ( TX ),TX | Comal
44,Comanche,Comanche ( TX ),TX | Comanche
44,Concho,Concho ( TX ),TX | Concho
44,Cooke,Cooke ( TX ),TX | Cooke
44,Coryell,Coryell ( TX ),TX | Coryell
44,Cottle,Cottle ( TX ),TX | Cottle
44,Crane,Crane ( TX ),TX | Crane
44,Crockett,Crockett ( TX ),TX | Crockett
44,Crosby,Crosby ( TX ),TX | Crosby
44,Culberson,Culberson ( TX ),TX | Culberson
44,Dallam,Dallam ( TX ),TX | Dallam
44,Dallas,Dallas ( TX ),TX | Dallas
44,Dawson,Dawson ( TX ),TX | Dawson
44,Deaf Smith,Deaf Smith ( TX ),TX | Deaf Smith
44,Delta,Delta ( TX ),TX | Delta
44,Denton,Denton ( TX ),TX | Denton
44,DeWitt,DeWitt ( TX ),TX | DeWitt
44,Dickens,Dickens ( TX ),TX | Dickens
44,Dimmit,Dimmit ( TX ),TX | Dimmit
44,Donley,Donley ( TX ),TX | Donley
44,Duval,Duval ( TX ),TX | Duval
44,Eastland,Eastland ( TX ),TX | Eastland
44,Ector,Ector ( TX ),TX | Ector
44,Edwards,Edwards ( TX ),TX | Edwards
44,El Paso,El Paso ( TX ),TX | El Paso
44,Ellis,Ellis ( TX ),TX | Ellis
44,Erath,Erath ( TX ),TX | Erath
44,Falls,Falls ( TX ),TX | Falls
44,Fannin,Fannin ( TX ),TX | Fannin
44,Fayette,Fayette ( TX ),TX | Fayette
44,Fisher,Fisher ( TX ),TX | Fisher
44,Floyd,Floyd ( TX ),TX | Floyd
44,Foard,Foard ( TX ),TX | Foard
44,Fort Bend,Fort Bend ( TX ),TX | Fort Bend
44,Franklin,Franklin ( TX ),TX | Franklin
44,Freestone,Freestone ( TX ),TX | Freestone
44,Frio,Frio ( TX ),TX | Frio
44,Gaines,Gaines ( TX ),TX | Gaines
44,Galveston,Galveston ( TX ),TX | Galveston
44,Garza,Garza ( TX ),TX | Garza
44,Gillespie,Gillespie ( TX ),TX | Gillespie
44,Glasscock,Glasscock ( TX ),TX | Glasscock
44,Goliad,Goliad ( TX ),TX | Goliad
44,Gonzales,Gonzales ( TX ),TX | Gonzales
44,Gray,Gray ( TX ),TX | Gray
44,Grayson,Grayson ( TX ),TX | Grayson
44,Gregg,Gregg ( TX ),TX | Gregg
44,Grimes,Grimes ( TX ),TX | Grimes
44,Guadalupe,Guadalupe ( TX ),TX | Guadalupe
44,Hale,Hale ( TX ),TX | Hale
44,Hall,Hall ( TX ),TX | Hall
44,Hamilton,Hamilton ( TX ),TX | Hamilton
44,Hansford,Hansford ( TX ),TX | Hansford
44,Hardeman,Hardeman ( TX ),TX | Hardeman
44,Hardin,Hardin ( TX ),TX | Hardin
44,Harris,Harris ( TX ),TX | Harris
44,Harrison,Harrison ( TX ),TX | Harrison
44,Hartley,Hartley ( TX ),TX | Hartley
44,Haskell,Haskell ( TX ),TX | Haskell
44,Hays,Hays ( TX ),TX | Hays
44,Hemphill,Hemphill ( TX ),TX | Hemphill
44,Henderson,Henderson ( TX ),TX | Henderson
44,Hidalgo,Hidalgo ( TX ),TX | Hidalgo
44,Hill,Hill ( TX ),TX | Hill
44,Hockley,Hockley ( TX ),TX | Hockley
44,Hood,Hood ( TX ),TX | Hood
44,Hopkins,Hopkins ( TX ),TX | Hopkins
44,Houston,Houston ( TX ),TX | Houston
44,Howard,Howard ( TX ),TX | Howard
44,Hudspeth,Hudspeth ( TX ),TX | Hudspeth
44,Hunt,Hunt ( TX ),TX | Hunt
44,Hutchinson,Hutchinson ( TX ),TX | Hutchinson
44,Irion,Irion ( TX ),TX | Irion
44,Jack,Jack ( TX ),TX | Jack
44,Jackson,Jackson ( TX ),TX | Jackson
44,Jasper,Jasper ( TX ),TX | Jasper
44,Jeff Davis,Jeff Davis ( TX ),TX | Jeff Davis
44,Jefferson,Jefferson ( TX ),TX | Jefferson
44,Jim Hogg,Jim Hogg ( TX ),TX | Jim Hogg
44,Jim Wells,Jim Wells ( TX ),TX | Jim Wells
44,Johnson,Johnson ( TX ),TX | Johnson
44,Jones,Jones ( TX ),TX | Jones
44,Karnes,Karnes ( TX ),TX | Karnes
44,Kaufman,Kaufman ( TX ),TX | Kaufman
44,Kendall,Kendall ( TX ),TX | Kendall
44,Kenedy,Kenedy ( TX ),TX | Kenedy
44,Kent,Kent ( TX ),TX | Kent
44,Kerr,Kerr ( TX ),TX | Kerr
44,Kimble,Kimble ( TX ),TX | Kimble
44,King,King ( TX ),TX | King
44,Kinney,Kinney ( TX ),TX | Kinney
44,Kleberg,Kleberg ( TX ),TX | Kleberg
44,Knox,Knox ( TX ),TX | Knox
44,La Salle,La Salle ( TX ),TX | La Salle
44,Lamar,Lamar ( TX ),TX | Lamar
44,Lamb,Lamb ( TX ),TX | Lamb
44,Lampasas,Lampasas ( TX ),TX | Lampasas
44,Lavaca,Lavaca ( TX ),TX | Lavaca
44,Lee,Lee ( TX ),TX | Lee
44,Leon,Leon ( TX ),TX | Leon
44,Liberty,Liberty ( TX ),TX | Liberty
